Date,Open,High,Low,Close,Adj Close,Volume
4/6/2009,182.814758,184.219498,180.025223,183.432449,183.432449,6585100
4/7/2009,180.622986,181.195831,176.991592,178.65535,178.65535,7387700
4/8/2009,181.071304,181.818497,177.439911,180.324097,180.324097,5551000
4/9/2009,184.060104,186.476044,182.441162,185.554489,185.554489,6790400
4/13/2009,184.97168,188.842178,184.458603,188.349014,188.349014,6123000
4/14/2009,187.766205,187.791107,182.117386,183.766205,183.766205,6882800
4/15/2009,182.864578,189.818512,181.40007,189.041428,189.041428,9898300
4/16/2009,190.037689,195.7164,189.798584,193.64418,193.64418,20446400
4/17/2009,192.289246,199.163483,191.686508,195.387634,195.387634,21541900
4/20/2009,192.354004,194.595612,187.243164,188.941803,188.941803,8890900
4/21/2009,187.382645,191.432465,187.347778,190.022751,190.022751,7418400
4/22/2009,190.162231,194.27182,188.797348,191.213287,191.213287,7029800
4/23/2009,193.031464,194.147293,189.843414,191.62674,191.62674,5237500
4/24/2009,192.304199,195.855881,189.539566,194.017776,194.017776,6796100
4/27/2009,191.452393,194.017776,190.660355,192.254379,192.254379,4598200
4/28/2009,191.158493,193.798599,190.057617,191.138565,191.138565,5909100
4/29/2009,192.264343,196.747543,192.194611,195.004074,195.004074,7247000
4/30/2009,197.141068,201.121155,196.662857,197.245682,197.245682,8744000
5/1/2009,196.777435,198.052643,195.04393,196.109924,196.109924,4873500
5/4/2009,198.341568,200.448669,196.657883,200.239456,200.239456,6430000
5/5/2009,199.243195,201.74382,197.883286,200.742569,200.742569,4819500
5/6/2009,202.635468,203.377686,199.751282,200.981674,200.981674,5285400
5/7/2009,201.295502,201.738831,195.517151,197.564484,197.564484,6021900
5/8/2009,200.672836,204.29924,196.762482,202.904465,202.904465,7759100
5/11/2009,200.647919,205.230743,199.850906,203.228256,203.228256,5137700
5/12/2009,204.239456,204.727631,196.817276,198.759995,198.759995,7609900
5/13/2009,196.309189,197.454895,193.449905,194.042679,194.042679,5706800
5/14/2009,193.674057,195.372696,191.62674,193.026489,193.026489,5895900
5/15/2009,194.819763,196.319153,193.818527,194.27182,194.27182,6039900
5/18/2009,196.627991,197.913177,191.980408,197.679047,197.679047,6728500
5/19/2009,197.310425,200.070084,195.76622,198.695236,198.695236,5696100
5/20/2009,200.29425,202.07756,196.762482,197.848419,197.848419,4585000
5/21/2009,197.410065,200.667847,196.184647,197.509689,197.509689,5459900
5/22/2009,197.589386,198.580673,195.268082,196.015289,196.015289,3450000
5/26/2009,195.243179,201.74382,194.27182,201.425003,201.425003,6232200
5/27/2009,202.062622,205.161011,201.64917,202.022766,202.022766,6091200
5/28/2009,203.57695,205.041458,201.549545,204.433731,204.433731,5357500
5/29/2009,205.285538,207.835983,204.583176,207.835983,207.835983,5316100
6/1/2009,208.583176,213.997879,208.483551,212.483566,212.483566,6669600
6/2/2009,212.329132,214.177216,210.909454,213.400131,213.400131,5266800
6/3/2009,212.204605,215.422546,211.208344,215.019058,215.019058,7092000
6/4/2009,216.837234,219.796143,216.438736,219.317947,219.317947,7303300
6/5/2009,221.703995,222.834763,218.90947,221.330399,221.330399,7389100
6/8/2009,218.929398,219.636749,216.249451,218.565765,218.565765,6220500
6/9/2009,218.471115,219.427536,215.073853,216.996643,216.996643,6534100
6/10/2009,217.300507,218.127411,212.538361,215.492279,215.492279,6742900
6/11/2009,215.078827,216.055176,213.385178,213.699005,213.699005,5751800
6/12/2009,212.632996,213.051437,209.818542,211.62677,211.62677,5858600
6/15/2009,209.963013,209.963013,206.227005,207.606842,207.606842,7501700
6/16/2009,208.872101,209.758774,206.934357,207.223282,207.223282,6122100
6/17/2009,207.317917,209.076324,205.011566,206.80484,206.80484,7006200
6/18/2009,207.063873,208.563248,205.728882,206.256897,206.256897,6193400
